team_name,accuracy,f_measure
team1,88.94472361809046,90.49773755656106
modelbehavior_team2,55.52763819095478,100.0
Team_5,55.52763819095478,100.0
team7,55.52763819095478,100.0
Team11,55.02512562814071,80.99547511312217
team6,53.26633165829146,61.990950226244344
team9,51.25628140703518,48.868778280542976
