team_name,accuracy,f_measure
modelbehavior_team2,55.527638190954775,100.0
team_5,55.527638190954775,100.0
team9,51.256281407035175,48.86877828054298
team6,53.266331658291456,61.990950226244344
team7,55.527638190954775,100.0
team1,49.74874371859296,56.10859728506787
Team11,55.02512562814071,80.99547511312217
